student_input,session_context,label,intent_name
can u repeat,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:75%,Error Handling:49% | emotion:confused | pace:steady | slides:31,32,33",4,Repeat/clarification
again?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:74%,Boolean Logic:47%,If/Else Conditionals:82% | emotion:neutral | pace:slow | slides:59,60,61",4,Repeat/clarification
huh,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:80%,Lists&Tuples:34%,Dictionaries:86% | emotion:tired | pace:slow | slides:26,27,28",4,Repeat/clarification
basically slow down im typing,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:normal | slides:5,6,7",3,Pace-Related
ease up im typing,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:58%,Arithmetic Operators:49%,Boolean Logic:78% | emotion:focused | pace:rushed | slides:40,41,42",3,Pace-Related
next slide,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:65%,Strings&Formatting:95%,Arithmetic Operators:49% | emotion:neutral | pace:steady | slides:13,14,15",3,Pace-Related
hol up,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:73%,Lists&Tuples:36%,Dictionaries:99% | emotion:focused | pace:normal | slides:18,19,20",3,Pace-Related
Can you help me with my math homework?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:59%,Strings&Formatting:67%,Arithmetic Operators:75% | emotion:engaged | pace:fast | slides:35,36,37",1,Off-Topic Question
Where does Variables and Data Types fit in a larger program?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:fast | slides:17,18,19",0,On-Topic Question
omg it works,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:78%,Dictionaries:97%,Sets:58% | emotion:overwhelmed | pace:rushed | slides:13,14,15",2,Emotional-State
yo what,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:neutral | pace:rushed | slides:20,21,22",2,Emotional-State
why use Dictionaries,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:68%,While Loops:59%,Lists&Tuples:65% | emotion:confused | pace:moderate | slides:24,25,26",0,On-Topic Question
actually What's the point of Error Handling (Try/Except)?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:35%,Functions&Scope:50%,Lambda Functions:68% | emotion:excited | pace:dragging | slides:18,19,20",0,On-Topic Question
exammple lps,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:82%,Strings&Formatting:89%,Arithmetic Operators:44% | emotion:excited | pace:steady | slides:29,30,31",0,On-Topic Question
is strings and formatting used a lot in real projects,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:35% | emotion:frustrated | pace:steady | slides:21,22,23",0,On-Topic Question
when will we cover file handling?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:100%,If/Else Conditionals:36%,For Loops:46% | emotion:anxious | pace:slow | slides:16,17,18",1,Off-Topic Question
When will we cover Lambda Functions,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:37%,Lists&Tuples:70%,Dictionaries:77% | emotion:bored | pace:dragging | slides:53,54,55",1,Off-Topic Question
can we skip,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:38%,Boolean Logic:42%,If/Else Conditionals:59% | emotion:bored | pace:slow | slides:14,15,16",3,Pace-Related
What's the point of Dictionaries?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:51%,While Loops:54%,Lists&Tuples:86% | emotion:focused | pace:slow | slides:16,17,18",0,On-Topic Question
Do we need to know about Functions and Scope?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:56%,For Loops:94%,While Loops:62% | emotion:confused | pace:steady | slides:17,18,19",1,Off-Topic Question
"I diidn' tundesand, please say t again.","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:56%,Sets:63%,Functions&Scope:96% | emotion:engaged | pace:rushed | slides:17,18,19",4,Repeat/clarification
Functions and Scope is cnfusing,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:79%,Dictionaries:93%,Sets:88% | emotion:excited | pace:steady | slides:7,8,9",0,On-Topic Question
my brain hurts,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:43%,While Loops:74%,Lists&Tuples:75% | emotion:anxious | pace:dragging | slides:43,44,45",2,Emotional-State
whats the syntax,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:91%,While Loops:83%,Lists&Tuples:81% | emotion:engaged | pace:normal | slides:9,10,11",0,On-Topic Question
wait a minute,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:90%,Functions&Scope:78%,Lambda Functions:91% | emotion:bored | pace:slow | slides:40,41,42",3,Pace-Related
I NEED TO HEAR THAT EXPLANATION AGAIN.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:65%,Lambda Functions:93%,Error Handling:59% | emotion:bored | pace:normal | slides:10,11,12",4,Repeat/clarification
"Give me a sec, I'm still processing.","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:59%,For Loops:70%,While Loops:61% | emotion:engaged | pace:rushed | slides:8,9,10",3,Pace-Related
"I love coding, this is fun!","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:78%,Strings&Formatting:61% | emotion:neutral | pace:rushed | slides:17,18,19",2,Emotional-State
"I lost you there, can you start over on that point?","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:43%,Sets:60%,Functions&Scope:81% | emotion:anxious | pace:fast | slides:55,56,57",4,Repeat/clarification
chill for a sec,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:55%,While Loops:41%,Lists&Tuples:43% | emotion:excited | pace:rushed | slides:39,40,41",3,Pace-Related
what does this line do,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:68%,Sets:53%,Functions&Scope:86% | emotion:anxious | pace:slow | slides:36,37,38",0,On-Topic Question
well what day is it,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:76%,Dictionaries:37%,Sets:96% | emotion:excited | pace:steady | slides:14,15,16",1,Off-Topic Question
hold on,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:45%,If/Else Conditionals:52%,For Loops:61% | emotion:focused | pace:dragging | slides:38,39,40",3,Pace-Related
i'm baffled repeat please,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:96%,For Loops:37%,While Loops:82% | emotion:anxious | pace:rushed | slides:41,42,43",4,Repeat/clarification
I'm lost.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:38%,If/Else Conditionals:97%,For Loops:67% | emotion:neutral | pace:steady | slides:51,52,53",2,Emotional-State
next,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:34%,Arithmetic Operators:35%,Boolean Logic:77% | emotion:neutral | pace:steady | slides:32,33,34",3,Pace-Related
When will we cover Dictionaries?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:focused | pace:dragging | slides:8,9,10",1,Off-Topic Question
What if I fail?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:48%,If/Else Conditionals:48%,For Loops:38% | emotion:frustrated | pace:steady | slides:48,49,50",2,Emotional-State
this is fun,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:31%,Lists&Tuples:62%,Dictionaries:100% | emotion:focused | pace:fast | slides:11,12,13",2,Emotional-State
too slow,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:54%,Boolean Logic:37%,If/Else Conditionals:64% | emotion:excited | pace:rushed | slides:40,41,42",3,Pace-Related
"Give me a sec, I'm still processing.","topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:72%,Error Handling:98%,Classes&OOP:86% | emotion:engaged | pace:normal | slides:38,39,40",3,Pace-Related
slow!!,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:44%,Strings&Formatting:87%,Arithmetic Operators:43% | emotion:tired | pace:normal | slides:37,38,39",3,Pace-Related
i keep getting an error,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:overwhelmed | pace:normal | slides:51,52,53",0,On-Topic Question
Do we need to know about Lists and Tuples?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:97%,If/Else Conditionals:86%,For Loops:35% | emotion:tired | pace:moderate | slides:57,58,59",1,Off-Topic Question
this sucks,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:49%,Lists&Tuples:45%,Dictionaries:62% | emotion:neutral | pace:steady | slides:42,43,44",2,Emotional-State
I feel like I'm not making any progress.,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:71%,Error Handling:93%,Classes&OOP:95% | emotion:anxious | pace:slow | slides:22,23,24",2,Emotional-State
??,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:65%,Strings&Formatting:48% | emotion:overwhelmed | pace:steady | slides:47,48,49",4,Repeat/clarification
wait wait wait,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:77%,Boolean Logic:94%,If/Else Conditionals:46% | emotion:excited | pace:dragging | slides:19,20,21",3,Pace-Related
i give up,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:44%,Dictionaries:86%,Sets:69% | emotion:focused | pace:normal | slides:13,14,15",2,Emotional-State
Do we need to know about File Handling?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:50%,Dictionaries:52%,Sets:58% | emotion:focused | pace:slow | slides:16,17,18",1,Off-Topic Question
"Hold on, I'm still writing notes?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:82%,If/Else Conditionals:46%,For Loops:64% | emotion:overwhelmed | pace:slow | slides:27,28,29",3,Pace-Related
bbasically this is impossible,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:93% | emotion:engaged | pace:steady | slides:12,13,14",2,Emotional-State
can you show that example one more time?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:91%,If/Else Conditionals:43%,For Loops:78% | emotion:engaged | pace:slow | slides:37,38,39",4,Repeat/clarification
whats good,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:56%,Error Handling:69%,Classes&OOP:62% | emotion:overwhelmed | pace:moderate | slides:9,10,11",1,Off-Topic Question
When will we cover Classes and OOP?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:60%,Functions&Scope:80%,Lambda Functions:42% | emotion:excited | pace:fast | slides:4,5,6",1,Off-Topic Question
"Since I did well on Sets, is Functions and Scope going to be similar!!","topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:85%,Dictionaries:52%,Sets:51% | emotion:confused | pace:normal | slides:14,15,16",0,On-Topic Question
show me?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:63%,Functions&Scope:86%,Lambda Functions:95% | emotion:excited | pace:rushed | slides:10,11,12",0,On-Topic Question
"Since I did well on Sets, is Functions and Scope going to be similar?","topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:42%,Dictionaries:62%,Sets:95% | emotion:excited | pace:fast | slides:48,49,50",0,On-Topic Question
ok so this sucks,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:58%,Error Handling:47%,Classes&OOP:56% | emotion:overwhelmed | pace:dragging | slides:43,44,45",2,Emotional-State
"Give me a sec, I'm still processing.","topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:95%,Dictionaries:91%,Sets:43% | emotion:excited | pace:steady | slides:56,57,58",3,Pace-Related
I need to hear that explanation again.,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:61%,Lists&Tuples:89%,Dictionaries:98% | emotion:overwhelmed | pace:steady | slides:7,8,9",4,Repeat/clarification
go faster,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:90%,Error Handling:62%,Classes&OOP:90% | emotion:engaged | pace:dragging | slides:53,54,55",3,Pace-Related
SLOW DOWN,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:39%,While Loops:90%,Lists&Tuples:30% | emotion:excited | pace:steady | slides:7,8,9",3,Pace-Related
i don't the understand example,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:95%,Lists&Tuples:48%,Dictionaries:90% | emotion:neutral | pace:normal | slides:30,31,32",0,On-Topic Question
"since i did well on lambda functions, is classes and oop going to be similar?","topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:70%,Lambda Functions:65%,Error Handling:90% | emotion:tired | pace:rushed | slides:16,17,18",0,On-Topic Question
what's iq your,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:84%,While Loops:35%,Lists&Tuples:98% | emotion:focused | pace:moderate | slides:31,32,33",1,Off-Topic Question
can u show another example,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:89%,For Loops:30%,While Loops:73% | emotion:tired | pace:fast | slides:22,23,24",0,On-Topic Question
Is While Loops related to what we are doing now?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:50%,Arithmetic Operators:46%,Boolean Logic:44% | emotion:focused | pace:slow | slides:35,36,37",1,Off-Topic Question
Ho long until wee get to Functions and Scope?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:78%,If/Else Conditionals:37%,For Loops:85% | emotion:engaged | pace:moderate | slides:50,51,52",1,Off-Topic Question
more instances pls,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:78%,Lists&Tuples:52%,Dictionaries:97% | emotion:neutral | pace:moderate | slides:52,53,54",0,On-Topic Question
what am i doing wrong,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:normal | slides:13,14,15",0,On-Topic Question
