student_input,session_context,label,intent_name
"I saw someone using Lists and Tuples, what does it do","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:97%,Strings&Formatting:42%,Arithmetic Operators:55% | emotion:anxious | pace:normal | slides:7,8,9",1,Off-Topic Question
Can we pick up the pace?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:57% | emotion:bored | pace:steady | slides:23,24,25",3,Pace-Related
what?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:67%,Arithmetic Operators:96%,Boolean Logic:93% | emotion:anxious | pace:steady | slides:43,44,45",4,Repeat/clarification
I'm so sleepy right now.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:76%,Arithmetic Operators:82%,Boolean Logic:60% | emotion:excited | pace:moderate | slides:30,31,32",2,Emotional-State
Can you go back to the previous slide for a second?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:31% | emotion:focused | pace:slow | slides:25,26,27",4,Repeat/clarification
can u demontsrate anothre example,,0,On-Topic Question
why do we do this!!,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:69%,Lists&Tuples:69%,Dictionaries:51% | emotion:anxious | pace:dragging | slides:39,40,41",0,On-Topic Question
When will we cover While Loops?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:94%,Strings&Formatting:72%,Arithmetic Operators:50% | emotion:confused | pace:moderate | slides:37,38,39",1,Off-Topic Question
do u play games,,1,Off-Topic Question
"I understood Boolean Logic but If/Else Conditionals feels completely different, why?",,0,On-Topic Question
hold on,,3,Pace-Related
My hurts from all this information.,,2,Emotional-State
why do we do this,,0,On-Topic Question
Let me see that slide again.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:91% | emotion:overwhelmed | pace:slow | slides:31,32,33",4,Repeat/clarification
yay i did it,,2,Emotional-State
i already know this go faster,,3,Pace-Related
so tell m a story,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:69%,Sets:81%,Functions&Scope:97% | emotion:tired | pace:dragging | slides:31,32,33",1,Off-Topic Question
Can you go back to the previous slide for a second?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:58%,Lambda Functions:57%,Error Handling:70% | emotion:tired | pace:moderate | slides:40,41,42",4,Repeat/clarification
I GIVE UP,,2,Emotional-State
Let me see that slide again.,,4,Repeat/clarification
lowke confused,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:72%,Boolean Logic:58%,If/Else Conditionals:72% | emotion:frustrated | pace:steady | slides:34,35,36",2,Emotional-State
"I saw someone using Classes and OOP, what does it do?",,1,Off-Topic Question
Can you adjust the speed a bit?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:73%,Dictionaries:81%,Sets:87% | emotion:excited | pace:moderate | slides:20,21,22",3,Pace-Related
give me the answers,,1,Off-Topic Question
When will cover we For Loops?,,1,Off-Topic Question
What is your favorite color?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:80%,Lists&Tuples:54%,Dictionaries:88% | emotion:excited | pace:slow | slides:15,16,17",1,Off-Topic Question
move on,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:69%,Strings&Formatting:73%,Arithmetic Operators:88% | emotion:frustrated | pace:rushed | slides:53,54,55",3,Pace-Related
i love coding,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:50%,For Loops:81%,While Loops:99% | emotion:focused | pace:steady | slides:14,15,16",2,Emotional-State
Do we need to know about File Handling?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:98%,While Loops:95%,Lists&Tuples:80% | emotion:focused | pace:normal | slides:22,23,24",1,Off-Topic Question
help me fix thhis,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:98%,Functions&Scope:100%,Lambda Functions:55% | emotion:confused | pace:steady | slides:51,52,53",0,On-Topic Question
next slide,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:61%,Error Handling:46%,Classes&OOP:55% | emotion:bored | pace:slow | slides:14,15,16",3,Pace-Related
my eyes hurt,,2,Emotional-State
i love coding,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:55% | emotion:excited | pace:rushed | slides:26,27,28",2,Emotional-State
What if I fail?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:68%,Error Handling:97%,Classes&OOP:47% | emotion:anxious | pace:slow | slides:31,32,33",2,Emotional-State
what's the weather,,1,Off-Topic Question
how do i write this,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:78%,Error Handling:57%,Classes&OOP:71% | emotion:confused | pace:moderate | slides:9,10,11",0,On-Topic Question
can you write an essay for me?,,1,Off-Topic Question
Can we skip this?,,3,Pace-Related
What is your favorite color?,,1,Off-Topic Question
i give up,,2,Emotional-State
"Slow down, I'm still on the last example!!",,3,Pace-Related
Is there a different way to write Boolean Logic?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:60%,Strings&Formatting:91%,Arithmetic Operators:34% | emotion:confused | pace:steady | slides:22,23,24",0,On-Topic Question
can u do my math,,1,Off-Topic Question
Let me see that slide again.,,4,Repeat/clarification
no way,,2,Emotional-State
what does this line do,,0,On-Topic Question
What's the point of Lists and Tuples,,0,On-Topic Question
slo tf down?,,3,Pace-Related
Can you re-run that example?,,4,Repeat/clarification
can we pause,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:89%,While Loops:38%,Lists&Tuples:50% | emotion:excited | pace:normal | slides:7,8,9",3,Pace-Related
say what,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:61%,Arithmetic Operators:44%,Boolean Logic:30% | emotion:confused | pace:rushed | slides:41,42,43",4,Repeat/clarification
Is Lambda Functions applyd a lot in real projects?,,0,On-Topic Question
"Hold on, I'm still writing notes.","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:66%,Arithmetic Operators:71%,Boolean Logic:66% | emotion:overwhelmed | pace:normal | slides:31,32,33",3,Pace-Related
hurry up?,,3,Pace-Related
give i up,,2,Emotional-State
"Wait, what was that?",,4,Repeat/clarification
so ok I feel anxious about falling behind.,,2,Emotional-State
what does this line do,,0,On-Topic Question
Whenn will we coev rClasses and OOP?,,1,Off-Topic Question
what happened?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:84%,Lists&Tuples:35%,Dictionaries:47% | emotion:engaged | pace:slow | slides:10,11,12",4,Repeat/clarification
Go back to that last point please.,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:62%,While Loops:74%,Lists&Tuples:53% | emotion:engaged | pace:fast | slides:29,30,31",4,Repeat/clarification
repeat pls,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:42%,Arithmetic Operators:76%,Boolean Logic:78% | emotion:engaged | pace:normal | slides:26,27,28",4,Repeat/clarification
How long until we get to For Loops?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:59%,Strings&Formatting:89% | emotion:confused | pace:normal | slides:21,22,23",1,Off-Topic Question
skip this,,3,Pace-Related
i feel smart,,2,Emotional-State
"I understood Boolean Logic but While Loops feels completely different, why?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:31%,If/Else Conditionals:85%,For Loops:95% | emotion:anxious | pace:slow | slides:35,36,37",0,On-Topic Question
I'm losing my patience.,,2,Emotional-State
Is there a different way to write Handling Error (Try/Except)?,,0,On-Topic Question
move on,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:73%,Lambda Functions:42%,Error Handling:66% | emotion:engaged | pace:fast | slides:38,39,40",3,Pace-Related
my Dictionaries code is broken,,0,On-Topic Question
I feel like I'm not making any progress.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:34%,For Loops:69%,While Loops:68% | emotion:overwhelmed | pace:fast | slides:53,54,55",2,Emotional-State
I feel completely stuck and unsure.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:69%,Lambda Functions:69%,Error Handling:84% | emotion:tired | pace:fast | slides:45,46,47",2,Emotional-State
I'm so sleepy right now.,,2,Emotional-State
What's the difference between the two approaches you showed for For Loops?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:98%,Boolean Logic:73%,If/Else Conditionals:88% | emotion:frustrated | pace:dragging | slides:15,16,17",0,On-Topic Question
i quit,,2,Emotional-State
"Since I did well on Arithmetic Operators, is Boolean Logic going to be similar?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:68%,Strings&Formatting:70%,Arithmetic Operators:98% | emotion:focused | pace:moderate | slides:39,40,41",0,On-Topic Question
"like Since I did well on Boolean Logic, is For Loops going to be similar",,0,On-Topic Question
Is Error Handling (Try/Except) related to what we are doing now?,,1,Off-Topic Question
let's goooo,,2,Emotional-State
bruh,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:85%,Strings&Formatting:75%,Arithmetic Operators:67% | emotion:bored | pace:rushed | slides:54,55,56",2,Emotional-State
"Since I did well on Dictionaries, is Functions and Scope going to be similar?",,0,On-Topic Question
hold on,,3,Pace-Related
When will we cover Error Handling (Try/Except)?,,1,Off-Topic Question
hang on,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:63%,Lists&Tuples:56%,Dictionaries:32% | emotion:anxious | pace:dragging | slides:10,11,12",3,Pace-Related
example pls,,0,On-Topic Question
Is Strings and Formatting used a lot in real projects?,,0,On-Topic Question
what's your iq,,1,Off-Topic Question
i give up,,2,Emotional-State
"I'm baffled, I feel so dumb right now.",,2,Emotional-State
Go back to that last point please.,,4,Repeat/clarification
i feel smart,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:47%,Dictionaries:65%,Sets:33% | emotion:confused | pace:normal | slides:59,60,61",2,Emotional-State
next slide,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:65%,Error Handling:39%,Classes&OOP:53% | emotion:neutral | pace:normal | slides:33,34,35",3,Pace-Related
chill for a sec,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:49%,Strings&Formatting:59% | emotion:overwhelmed | pace:moderate | slides:40,41,42",3,Pace-Related
"Since I did well on For Loops, is Lists and Tuples going to be similar?",,0,On-Topic Question
love i coding,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:47% | emotion:frustrated | pace:moderate | slides:6,7,8",2,Emotional-State
say that one omree time,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:38%,Error Handling:72%,Classes&OOP:72% | emotion:overwhelmed | pace:moderate | slides:49,50,51",4,Repeat/clarification
good morning,,1,Off-Topic Question
"Wait, what was that?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:74%,While Loops:37%,Lists&Tuples:37% | emotion:focused | pace:moderate | slides:25,26,27",4,Repeat/clarification
right Can we skip this?,,3,Pace-Related
When will we cover File Handling?,,1,Off-Topic Question
help me with my homework,,1,Off-Topic Question
Can you help me with my math homework?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:frustrated | pace:normal | slides:53,54,55",1,Off-Topic Question
"Slow down, I'm still on the last example.",,3,Pace-Related
can u break this down?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:77%,If/Else Conditionals:54%,For Loops:53% | emotion:confused | pace:steady | slides:41,42,43",0,On-Topic Question
repeat pls,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:74%,Arithmetic Operators:36%,Boolean Logic:73% | emotion:overwhelmed | pace:steady | slides:30,31,32",4,Repeat/clarification
say what,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:100%,While Loops:72%,Lists&Tuples:51% | emotion:focused | pace:rushed | slides:55,56,57",4,Repeat/clarification
Huh? Can you repeat?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:60%,Functions&Scope:97%,Lambda Functions:89% | emotion:engaged | pace:rushed | slides:25,26,27",4,Repeat/clarification
"I think I got this, let's speed up.","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:95%,Functions&Scope:92%,Lambda Functions:56% | emotion:engaged | pace:fast | slides:54,55,56",3,Pace-Related
this is fun?,,2,Emotional-State
say one that more time,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:84%,Functions&Scope:45%,Lambda Functions:46% | emotion:overwhelmed | pace:moderate | slides:43,44,45",4,Repeat/clarification
Is If/Else Conditionals related to what we are doing now?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:37%,Strings&Formatting:38%,Arithmetic Operators:58% | emotion:frustrated | pace:moderate | slides:27,28,29",1,Off-Topic Question
