student_input,session_context,label,intent_name
"Sorry, I zoned out. What did you just say?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:70%,While Loops:86%,Lists&Tuples:60% | emotion:focused | pace:slow | slides:41,42,43",4,Repeat/clarification
CAN WE REVIEW IF/ELSE CONDITIONALS BRIEFLY BEFORE DIVING DEEPER INTO LISTS AND TUPLES?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:68%,For Loops:69%,While Loops:78% | emotion:excited | pace:normal | slides:25,26,27",0,On-Topic Question
"Since I did well on Strings and Formatting, is Boolean Logic going to be similar?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:58%,Strings&Formatting:84%,Arithmetic Operators:33% | emotion:confused | pace:steady | slides:16,17,18",0,On-Topic Question
When will we cover Sets?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:58%,While Loops:79%,Lists&Tuples:63% | emotion:overwhelmed | pace:dragging | slides:6,7,8",1,Off-Topic Question
Can you help me with math my homework?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:95%,Error Handling:62%,Classes&OOP:92% | emotion:excited | pace:rushed | slides:50,51,52",1,Off-Topic Question
How do I work with Lambda Functions in my code?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:30%,Sets:45%,Functions&Scope:42% | emotion:confused | pace:rushed | slides:23,24,25",0,On-Topic Question
"Slow down, I'm still on the instance.","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:37%,For Loops:64%,While Loops:90% | emotion:anxious | pace:dragging | slides:57,58,59",3,Pace-Related
I'm losing my patience.,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:88%,While Loops:44%,Lists&Tuples:82% | emotion:confused | pace:normal | slides:57,58,59",2,Emotional-State
Can you show me a more advanced use of Classes and OOP?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:78%,Lambda Functions:83%,Error Handling:66% | emotion:tired | pace:rushed | slides:49,50,51",0,On-Topic Question
"Sorry, I zoned out. What did you just say?","topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:88%,Boolean Logic:32%,If/Else Conditionals:40% | emotion:engaged | pace:moderate | slides:41,42,43",4,Repeat/clarification
I'm losing my patience?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:40%,Strings&Formatting:50%,Arithmetic Operators:62% | emotion:neutral | pace:rushed | slides:17,18,19",2,Emotional-State
I need more time to process this?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:75%,Sets:30%,Functions&Scope:91% | emotion:overwhelmed | pace:normal | slides:31,32,33",3,Pace-Related
Who won the soccer match last night?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:45%,For Loops:37%,While Loops:48% | emotion:bored | pace:normal | slides:33,34,35",1,Off-Topic Question
Can you that show demo one more time?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:moderate | slides:50,51,52",4,Repeat/clarification
I feel so good about this now.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:37%,Sets:74%,Functions&Scope:48% | emotion:neutral | pace:steady | slides:22,23,24",2,Emotional-State
could you run the through explanation one more time?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:53%,Dictionaries:89%,Sets:84% | emotion:engaged | pace:dragging | slides:4,5,6",4,Repeat/clarification
This is getting exciting?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:98%,While Loops:80%,Lists&Tuples:72% | emotion:focused | pace:fast | slides:17,18,19",2,Emotional-State
Is File Handling hard to learn?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:45%,Lambda Functions:64%,Error Handling:43% | emotion:bored | pace:fast | slides:56,57,58",1,Off-Topic Question
Let's take quick breather.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:63%,Sets:32%,Functions&Scope:51% | emotion:neutral | pace:dragging | slides:45,46,47",3,Pace-Related
how does error handling (try/except) work in python?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:43%,Boolean Logic:45%,If/Else Conditionals:63% | emotion:frustrated | pace:steady | slides:13,14,15",1,Off-Topic Question
"I heardd abuto For Loops, can oyu expain it to me?","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:35%,Arithmetic Operators:37%,Boolean Logic:39% | emotion:anxious | pace:rushed | slides:25,26,27",1,Off-Topic Question
Do you like listening to music?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:38%,Boolean Logic:46%,If/Else Conditionals:70% | emotion:excited | pace:rushed | slides:14,15,16",1,Off-Topic Question
I need more time to process this.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:32%,For Loops:89%,While Loops:84% | emotion:bored | pace:steady | slides:40,41,42",3,Pace-Related
"Wow, I finally understand it!!","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:58%,For Loops:32%,While Loops:66% | emotion:anxious | pace:dragging | slides:16,17,18",2,Emotional-State
ow do I cook pasta?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:49%,Lists&Tuples:64%,Dictionaries:50% | emotion:anxious | pace:normal | slides:8,9,10",1,Off-Topic Question
How does Classes and OOP connect to what we before?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:71%,Lambda Functions:32%,Error Handling:56% | emotion:bored | pace:fast | slides:26,27,28",0,On-Topic Question
I need a 5 minute break.,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:96%,Dictionaries:94%,Sets:44% | emotion:neutral | pace:moderate | slides:30,31,32",3,Pace-Related
Why is this so hard?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:46%,Strings&Formatting:50% | emotion:excited | pace:normal | slides:39,40,41",2,Emotional-State
I feel completely stuck and confused.,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:47%,While Loops:52%,Lists&Tuples:77% | emotion:focused | pace:fast | slides:48,49,50",2,Emotional-State
I just feel really down today.,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:84%,While Loops:73%,Lists&Tuples:88% | emotion:excited | pace:rushed | slides:4,5,6",2,Emotional-State
Are w gonig ot leearn bout Fiel Handling soon?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:89%,Dictionaries:61%,Sets:46% | emotion:neutral | pace:moderate | slides:4,5,6",1,Off-Topic Question
Why do we need Sets?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:38%,Lists&Tuples:85%,Dictionaries:99% | emotion:confused | pace:fast | slides:42,43,44",0,On-Topic Question
is error handling (try/except) hard to learn,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:71%,Boolean Logic:51%,If/Else Conditionals:38% | emotion:anxious | pace:slow | slides:53,54,55",1,Off-Topic Question
"let's speed up the pace, i'm bored.","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:63%,Functions&Scope:92%,Lambda Functions:71% | emotion:overwhelmed | pace:rushed | slides:40,41,42",3,Pace-Related
Do you watch Netflix?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:56% | emotion:confused | pace:normal | slides:17,18,19",1,Off-Topic Question
i feel overwhelmed by all this new stuff.,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:31%,Dictionaries:84%,Sets:76% | emotion:confused | pace:normal | slides:32,33,34",2,Emotional-State
I need a minute 5 break.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:66%,Strings&Formatting:87%,Arithmetic Operators:87% | emotion:bored | pace:rushed | slides:33,34,35",3,Pace-Related
Does Lambda Functions work the same way in other languages?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:81%,Sets:31%,Functions&Scope:98% | emotion:excited | pace:rushed | slides:18,19,20",0,On-Topic Question
"I heard about File Handling, can you explain it to me?","topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:56%,Lambda Functions:91%,Error Handling:86% | emotion:frustrated | pace:moderate | slides:15,16,17",1,Off-Topic Question
Please repeat the stpss.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:93%,If/Else Conditionals:81%,For Loops:75% | emotion:anxious | pace:dragging | slides:27,28,29",4,Repeat/clarification
My brain is fried?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:79%,Arithmetic Operators:56%,Boolean Logic:44% | emotion:frustrated | pace:moderate | slides:20,21,22",2,Emotional-State
Can we review Variables and Data Types briefly before diving deeper and into Formatting?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:53% | emotion:frustrated | pace:moderate | slides:4,5,6",0,On-Topic Question
I don't get the part about Variables and Data Types,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:steady | slides:23,24,25",0,On-Topic Question
can we pick up the pace?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:85%,Strings&Formatting:95% | emotion:frustrated | pace:fast | slides:33,34,35",3,Pace-Related
Can you walk me through that once more?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:96%,Error Handling:76%,Classes&OOP:98% | emotion:anxious | pace:slow | slides:41,42,43",4,Repeat/clarification
basically I need a 5 minute break.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:50%,For Loops:94%,While Loops:69% | emotion:neutral | pace:moderate | slides:47,48,49",3,Pace-Related
What was the syntax you just showed?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:64%,For Loops:83%,While Loops:42% | emotion:neutral | pace:steady | slides:5,6,7",4,Repeat/clarification
"You said I scored low on Variables and Data Types, does that affect how I should approach Boolean Logic?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:56%,Strings&Formatting:100%,Arithmetic Operators:53% | emotion:neutral | pace:fast | slides:14,15,16",0,On-Topic Question
How much tme  we have leftt?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:78%,While Loops:100%,Lists&Tuples:70% | emotion:confused | pace:slow | slides:20,21,22",3,Pace-Related
How much time do we have left?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:82%,For Loops:32%,While Loops:31% | emotion:tired | pace:dragging | slides:23,24,25",3,Pace-Related
"umm Wow, I finally understand it!","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:81%,While Loops:64%,Lists&Tuples:73% | emotion:tired | pace:slow | slides:48,49,50",2,Emotional-State
Can you show that example one more time?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:32%,Error Handling:33%,Classes&OOP:76% | emotion:frustrated | pace:fast | slides:11,12,13",4,Repeat/clarification
I feel like I'm not making any progress.,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:67%,Strings&Formatting:76% | emotion:engaged | pace:slow | slides:36,37,38",2,Emotional-State
Can you go deeper into Sets?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:93%,Lists&Tuples:79%,Dictionaries:69% | emotion:neutral | pace:dragging | slides:44,45,46",0,On-Topic Question
"I already know a bit about Classes and OOP, can we jump to it?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:80%,Strings&Formatting:97%,Arithmetic Operators:43% | emotion:anxious | pace:slow | slides:56,57,58",1,Off-Topic Question
"Sorry, I zoned out. What did you just say?","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:72%,For Loops:47%,While Loops:42% | emotion:focused | pace:dragging | slides:57,58,59",4,Repeat/clarification
Say that again?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:fast | slides:4,5,6",4,Repeat/clarification
Can you redo that last part?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:70%,Boolean Logic:86%,If/Else Conditionals:37% | emotion:tired | pace:slow | slides:5,6,7",4,Repeat/clarification
hey What's the best phone to buy right now?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:rushed | slides:11,12,13",1,Off-Topic Question
Next topic please.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:80%,Strings&Formatting:55%,Arithmetic Operators:35% | emotion:tired | pace:normal | slides:35,36,37",3,Pace-Related
My head hurts from all this information.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:100%,Strings&Formatting:76%,Arithmetic Operators:100% | emotion:confused | pace:moderate | slides:29,30,31",2,Emotional-State
Can you break down Classes and OOP step by step?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:55%,Lambda Functions:55%,Error Handling:79% | emotion:frustrated | pace:fast | slides:11,12,13",0,On-Topic Question
i just feel really down today,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:84%,Sets:99%,Functions&Scope:87% | emotion:neutral | pace:slow | slides:33,34,35",2,Emotional-State
